timestamp,accel,accelX,accelY,accelZ,gyro,gyroX,gyroY,gyroZ,magno,magnoX,magnoY,magnoZ
162485.65052,3,1.002,0.748,10.499,4,-0.306,-0.016,0.090,5,-8.906,-33.919,4.406
162485.66997,3,1.120,0.576,10.937,4,-0.294,0.080,0.064,5,-8.850,-33.975,4.088
162485.68941,3,0.982,0.387,10.987,5,-8.925,-33.806,4.088
162485.70886,3,0.506,0.232,10.717,4,-0.182,0.192,-0.044,5,-8.831,-33.863,3.881
162485.72830,3,0.004,0.270,10.015,4,0.012,0.271,-0.178,5,-8.944,-33.638,3.769
162485.74775,3,-0.257,0.358,9.239,4,0.317,0.083,-0.158,5,-9.056,-33.431,3.413
162485.76719,3,-0.244,0.575,8.808,4,0.293,-0.041,-0.048,5,-8.794,-33.263,3.600
162485.78664,3,-0.135,0.753,8.546,4,0.193,-0.073,0.036,5,-8.700,-33.263,3.638
162485.80609,3,-0.115,1.331,8.582,5,-8.419,-33.263,3.656
162485.82553,3,0.050,1.932,9.108,4,-0.098,0.017,0.107,5,-8.381,-33.094,3.844
162485.84498,3,0.547,2.066,9.725,4,-0.110,0.011,0.150,5,-8.063,-33.356,4.106
162485.86442,3,0.954,1.998,9.896,4,0.139,-0.050,0.169,5,-8.025,-33.300,4.406
162485.88387,3,1.153,1.982,9.475,4,0.424,-0.113,0.160,5,-8.119,-33.488,4.256
162485.90331,3,1.475,2.161,9.038,5,-8.156,-33.488,4.425
162485.92276,3,1.813,2.551,8.627,4,0.627,-0.228,0.125,5,-8.419,-33.675,4.481
162485.94220,3,2.047,2.778,8.148,4,0.657,-0.422,-0.059,5,-8.438,-33.544,4.594
162485.96165,3,2.102,2.760,8.164,5,-8.644,-33.469,4.856
162485.98110,3,1.550,2.457,8.310,4,0.505,-0.286,-0.233,5,-8.794,-33.450,4.875
162486.00054,3,0.946,1.842,8.521,4,0.223,0.132,-0.428,5,-9.075,-33.263,5.100
162486.01999,3,0.164,1.382,8.643,4,0.129,0.369,-0.474,5,-9.150,-33.225,5.381
162486.03943,3,-0.126,1.172,8.671,4,0.044,0.500,-0.494,5,-8.719,-33.019,5.925
162486.05888,3,-0.543,1.191,8.984
162486.07832,3,-1.112,1.438,9.562,4,-0.232,0.494,-0.526,5,-8.550,-33.150,5.963
162486.09777,3,-1.118,1.648,10.115,4,-0.328,0.347,-0.396
162486.11721,3,-0.949,1.787,10.757,5,-8.531,-33.281,5.813
162486.13666,3,-0.788,2.180,11.528,4,-0.426,0.228,-0.288,5,-8.175,-33.263,5.888
162486.15610,3,-0.972,2.739,12.454,4,-0.513,0.195,-0.342,5,-7.950,-33.300,5.888
162486.17555,3,-1.015,3.208,14.181,4,-0.560,0.297,-0.511,5,-7.538,-33.113,5.419
162486.19500,3,-1.043,2.498,15.408,4,-0.517,0.483,-0.600,5,-7.238,-33.000,5.175
162486.21444,3,-0.527,0.281,13.314,4,-0.201,0.561,-0.563,5,-7.463,-33.169,4.688
162486.23389,3,-0.560,-2.872,10.275,4,0.785,0.039,0.061,5,-7.163,-33.113,4.538
